Time,Score
3.4,3
3.4,3
3.4,3
3.4,3
3.4,3
3.4,3
3.4,3
3.4,3
3.4,3
3.4,3
3.4,3
3.4,3
3.4,3
3.4,3
3.4,3
3.4,3
3.4,3
3.4,3
3.4,3
3.4,3
3.4,3
3.4,3
3.4,3
3.4,3
3.4,3
3.4,3
3.4,3
3.4,3
3.4,3
3.4,3
3.4,3
3.4,3
3.4,3
3.4,3
3.4,3
3.4,3
3.4,3
3.4,3
3.4,3
3.4,3
3.4,3
3.4,3
3.4,3
3.4,3
3.4,3
3.4,3
3.4,3
3.4,3
3.4,3
3.4,3
3.4,3
3.4,3
3.4,3
3.4,3
3.4,3
3.4,3
3.4,3
3.4,3
3.4,3
3.4,3
3.4,3
3.4,3
3.4,3
3.4,3
3.4,3
3.4,3
3.4,3
3.4,3
3.4,3
3.4,3
3.4,3
3.4,3
3.4,3
3.4,3
3.4,3
3.4,3
3.4,3
3.4,3
3.4,3
3.4,3
3.4,3
3.4,3
3.4,3
3.4,3
3.4,3
3.4,3
3.4,3
3.4,3
3.4,3
3.4,3
3.4,3
3.4,3
3.4,3
3.4,3
3.4,3
3.4,3
3.4,3
3.4,3
3.4,3
3.4,3
3.4,3
3.4,3
3.4,3
3.4,3
3.4,3
3.4,3
3.4,3
3.4,3
3.4,3
3.4,3
3.4,3
3.4,3
3.4,3
3.4,3
3.4,3
3.4,3
3.4,3
3.4,3
3.4,3
3.4,3
3.4,3
3.4,3
3.4,3
3.4,3
3.4,3
3.4,3
3.4,3
3.4,3
3.4,3
3.4,3
3.4,3
3.4,3
3.4,3
3.4,3
3.4,3
3.4,3
3.4,3
3.4,3
3.4,3
3.4,3
3.4,3
3.4,3
3.4,3
3.4,3
3.4,3
3.4,3
3.4,3
3.4,3
3.4,3
3.4,3
3.4,3
3.4,3
3.4,3
3.4,3
3.4,3
3.4,3
3.4,3
3.4,3
3.4,3
3.4,3
3.4,3
3.4,3
3.4,3
3.4,3
3.4,3
3.4,3
3.4,3
3.4,3
3.4,3
3.4,3
3.4,3
