Time,Score
0.15,4
0.15,4
0.15,4
0.15,4
0.15,4
0.15,4
0.15,4
0.15,4
0.15,4
0.15,4
0.15,4
0.15,4
0.15,4
0.15,4
0.15,4
0.15,4
0.16,3
0.16,3
0.16,3
0.16,3
0.16,3
0.16,3
0.16,3
0.16,3
0.16,3
0.16,3
0.16,3
0.16,3
0.16,3
0.16,3
0.16,3
0.16,3
0.16,3
0.16,3
0.16,3
0.16,3
0.16,3
0.16,3
0.16,3
0.16,3
0.16,3
0.16,3
0.16,3
0.16,3
0.16,3
0.16,3
0.16,3
0.17,2
0.17,2
0.17,2
0.17,2
0.17,2
0.17,2
0.17,2
0.17,2
0.17,2
0.17,2
0.17,2
0.17,2
0.17,2
0.17,2
0.17,2
0.17,2
0.17,2
0.17,2
0.17,2
0.17,2
0.17,2
0.17,2
0.17,2
0.17,2
0.17,2
0.17,2
0.17,2
0.17,2
0.17,2
0.17,2
0.17,2
0.17,2
0.17,2
0.17,2
0.17,2
0.17,2
0.17,2
0.17,2
0.17,2
0.17,2
0.17,2
0.17,2
0.17,2
0.17,2
0.17,2
0.17,2
0.17,2
0.17,2
0.17,2
0.17,2
0.17,2
0.17,2
0.17,2
0.17,2
0.04,5
0.04,5
0.04,5
0.04,5
0.04,5
0.04,5
0.04,5
0.04,5
0.04,5
0.04,5
0.04,5
0.04,5
0.04,5
0.04,5
0.04,5
0.14,4
0.14,4
0.14,4
0.14,4
0.14,4
0.14,4
0.14,4
0.14,4
0.14,4
0.14,4
0.14,4
0.14,4
0.14,4
0.14,4
0.14,4
0.14,4
0.14,4
0.14,4
0.14,4
0.14,4
0.14,4
0.14,4
0.14,4
0.14,4
0.14,4
0.14,4
0.14,4
0.14,4
0.15,3
0.15,3
0.15,3
0.15,3
0.15,3
0.15,3
0.15,3
0.15,3
0.15,3
0.15,3
0.15,3
0.15,3
0.15,3
0.15,3
0.15,3
